Month,CountyFIPS,CountyName,Nielsen HH Rank,Hotness Rank Within CBSA,CBSACode,CBSATitle,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Median DOM (vs CBSA),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Views Per Property  (vs CBSA),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Median Listing Price  (vs CBSA),Quality Flag
201812,13097,"Douglas, GA",484,9,12060,"Atlanta-Sandy Springs-Roswell, GA",355,-57,80,61.061061,72.3723723723724,49.7497497497498,71.00,13.50,0.2348,-8.00,-0.1013,-9.00,10.00,-0.0615,0.1296,1.0000,1.0167,235000.000000,-0.0184,0.0938,0.8131,0.7546,0
201812,42001,"Adams, PA",599,1,23900,"Gettysburg, PA",345,-35,129,62.712713,33.4334334334334,91.991991991992,93.50,13.50,0.1688,-2.50,-0.0260,13.50,0.50,-0.0280,0.5758,1.7049,0.9905,224900.000000,-0.0192,-0.0220,0.7782,0.9996,0
201812,32005,"Douglas, NV",926,1,23820,"Gardnerville Ranchos, NV",493,-40,-13,51.051051,32.2322322322322,69.8698698698699,94.50,8.50,0.0988,-8.00,-0.0780,14.50,0.00,-0.0843,0.0411,1.2459,1.0000,595000.000000,0.0172,0.0625,2.0588,1.0000,0
201812,39005,"Ashland, OH",930,1,11740,"Ashland, OH",256,81,-125,70.620621,73.7737737737738,67.4674674674675,69.50,3.50,0.0530,1.50,0.0221,-10.50,0.00,0.0417,-0.0132,1.2295,1.0000,125000.000000,-0.1501,0.0504,0.4325,1.0000,0
201812,25009,"Essex, MA",76,2,14460,"Boston-Cambridge-Newton, MA-NH",13,-5,8,95.145145,90.2902902902903,100,60.00,10.00,0.2000,1.00,0.0169,-20.00,-5.00,0.0084,0.4480,2.9672,1.3507,469900.000000,-0.0106,0.0237,1.6260,0.9400,0
201812,26027,"Cass, MI",928,2,43780,"South Bend-Mishawaka, IN-MI",870,-22,-62,17.917918,12.4124124124124,23.4234234234234,114.00,11.00,0.1068,16.00,0.1633,34.00,36.00,-0.0707,0.3529,0.7541,0.5750,200000.000000,-0.0781,-0.1189,0.6920,1.3338,0
201812,45043,"Georgetown, SC",803,1,23860,"Georgetown, SC",969,5,1,5.855856,2.8028028028028,8.90890890890891,137.00,4.25,0.0320,-2.50,-0.0179,57.00,-1.00,0.0154,0.2222,0.5410,1.0000,326000.000000,-0.0118,-0.0409,1.1280,0.9731,0
201812,36013,"Chautauqua, NY",461,1,27460,"Jamestown-Dunkirk-Fredonia, NY",927,-17,10,10.36036,7.50750750750751,13.2132132132132,121.00,17.50,0.1691,-1.00,-0.0082,41.00,0.00,-0.0133,0.2759,0.6066,1.0000,144250.000000,-0.0052,0.2021,0.4991,1.0000,0
201812,48203,"Harrison, TX",811,1,32220,"Marshall, TX",813,43,62,24.174174,4.1041041041041,44.2442442442442,131.50,6.75,0.0541,10.50,0.0868,51.50,0.00,0.0741,0.4872,0.9508,1.0000,199900.000000,0.0000,0.1429,0.6917,1.0000,0
201812,51550,"Chesapeake city, VA",295,1,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",540,-11,106,46.796797,83.5835835835836,10.01001001001,65.00,12.00,0.2264,-9.00,-0.1216,-15.00,-10.00,0.0462,0.3600,0.5574,1.0968,309945.000000,-0.0002,-0.0463,1.0725,1.1109,0
201812,26087,"Lapeer, MI",664,5,19820,"Detroit-Warren-Dearborn, MI",263,15,49,69.66967,60.8608608608609,78.4784784784785,75.00,5.75,0.0830,-7.00,-0.0854,-5.00,16.00,-0.0175,0.1351,1.3770,0.9130,232400.000000,-0.0278,-0.0276,0.8042,1.0564,0
201812,21047,"Christian, KY",783,2,17300,"Clarksville, TN-KY",695,32,-7,34.484484,57.957957957958,11.011011011011,76.50,4.00,0.0552,-4.50,-0.0556,-3.50,1.50,-0.0541,0.1667,0.5738,0.7292,119950.000000,-0.0103,-0.0555,0.4151,0.5579,0
201812,09005,"Litchfield, CT",337,1,45860,"Torrington, CT",808,-9,1,24.624625,5.70570570570571,43.5435435435435,125.00,3.50,0.0288,0.00,0.0000,45.00,0.00,-0.0339,0.2667,0.9344,1.0000,329000.000000,-0.0030,-0.0027,1.1384,1.0000,0
201812,42039,"Crawford, PA",652,1,32740,"Meadville, PA",831,30,62,21.871872,6.70670670670671,37.037037037037,123.50,4.00,0.0335,-7.50,-0.0573,43.50,-1.50,0.0286,0.3846,0.8852,0.9643,122500.000000,-0.0437,0.0652,0.4239,0.9887,0
201812,17115,"Macon, IL",530,1,19500,"Decatur, IL",918,3,-72,11.461461,16.7167167167167,6.20620620620621,108.00,12.50,0.1309,15.50,0.1676,28.00,0.00,0.0164,0.5500,0.5082,1.0000,93000.000000,-0.0180,0.0345,0.3218,1.0000,0
201812,34011,"Cumberland, NJ",469,1,47220,"Vineland-Bridgeton, NJ",833,-11,-22,21.821822,17.9179179179179,25.7257257257257,107.00,15.50,0.1694,6.00,0.0594,27.00,0.00,0.0000,0.3056,0.7705,1.0000,139925.000000,-0.0340,0.0489,0.4842,0.9995,0
201812,29145,"Newton, MO",891,2,27900,"Joplin, MO",625,-62,-2,40.09009,42.042042042042,38.1381381381381,87.50,9.50,0.1218,-1.50,-0.0169,7.50,14.00,-0.0984,0.2222,0.9016,1.0377,144900.000000,0.0000,0.1155,0.5014,0.9666,0
201812,48135,"Ector, TX",438,1,36220,"Odessa, TX",16,1,125,93.743744,95.5955955955956,91.8918918918919,55.00,13.00,0.3095,-12.00,-0.1791,-25.00,0.00,0.0505,0.4444,1.7049,1.0000,270000.000000,0.0133,0.3171,0.9343,1.0000,0
201812,55097,"Portage, WI",737,1,44620,"Stevens Point, WI",397,-26,212,57.957958,57.5575575575576,58.3583583583584,77.00,14.50,0.2320,-14.50,-0.1585,-3.00,0.00,0.0794,0.4167,1.1148,1.0000,187500.000000,-0.0599,-0.0611,0.6488,1.0000,0
201812,13113,"Fayette, GA",575,2,12060,"Atlanta-Sandy Springs-Roswell, GA",156,43,-55,78.128128,86.1861861861862,70.0700700700701,64.00,7.00,0.1228,-2.50,-0.0376,-16.00,3.00,0.0066,-0.0256,1.2459,1.2667,393100.000000,0.0094,0.0224,1.3602,1.2623,0
201812,06071,"San Bernardino, CA",20,1,40140,"Riverside-San Bernardino-Ontario, CA",360,42,-152,60.560561,86.1861861861862,34.9349349349349,64.00,9.50,0.1743,5.00,0.0847,-16.00,3.00,0.0000,-0.0545,0.8525,1.0400,344500.000000,-0.0014,0.0600,1.1920,0.8903,0
201812,12035,"Flagler, FL",549,2,19660,"Deltona-Daytona Beach-Ormond Beach, FL",663,48,55,37.387387,38.8388388388388,35.9359359359359,89.00,7.00,0.0854,-5.00,-0.0532,9.00,9.00,0.0392,0.3590,0.8689,0.8548,319900.000000,0.0013,0.1466,1.1069,1.1225,0
201812,12115,"Sarasota, FL",137,2,35840,"North Port-Sarasota-Bradenton, FL",537,76,-72,47.197197,56.3563563563564,38.038038038038,78.00,-0.50,-0.0064,2.00,0.0263,-2.00,1.00,-0.0526,0.1739,0.8852,0.9818,349900.000000,-0.0003,-0.0003,1.2107,1.0026,0
201812,39049,"Franklin, OH",29,1,18140,"Columbus, OH",4,1,1,97.247247,97.0970970970971,97.3973973973974,53.00,8.00,0.1778,0.00,0.0000,-27.00,-6.00,0.0084,-0.0769,1.9672,1.0345,215500.000000,-0.0418,0.0780,0.7457,0.9374,0
201812,39147,"Seneca, OH",907,1,45660,"Tiffin, OH",174,96,214,76.576577,66.5665665665666,86.5865865865866,73.00,1.25,0.0174,-8.50,-0.1043,-7.00,0.00,0.0391,0.5000,1.5246,1.0000,96000.000000,-0.0085,0.0726,0.3322,1.0000,0
201812,25015,"Hampshire, MA",416,2,44140,"Springfield, MA",400,-32,72,57.707708,33.5335335335335,81.8818818818819,93.00,15.25,0.1961,-5.00,-0.0510,13.00,19.00,0.0292,0.2941,1.4426,0.8462,319900.000000,0.0077,0.0000,1.1069,1.3062,0
201812,26155,"Shiawassee, MI",767,1,37020,"Owosso, MI",378,-49,-221,59.55956,30.8308308308308,88.2882882882883,95.00,17.00,0.2179,22.00,0.3014,15.00,0.00,0.0213,0.1566,1.5738,1.0000,131000.000000,-0.0574,0.0944,0.4533,1.0000,0
201812,29099,"Jefferson, MO",297,8,41180,"St. Louis, MO-IL",764,-25,-102,29.67968,9.20920920920921,50.1501501501502,119.00,20.75,0.2112,16.00,0.1553,39.00,41.00,0.0339,0.2200,1.0000,0.8472,195000.000000,-0.0196,0.0269,0.6747,0.9755,0
201812,53061,"Snohomish, WA",79,2,42660,"Seattle-Tacoma-Bellevue, WA",476,13,-185,52.102102,95.0950950950951,9.10910910910911,57.00,12.00,0.2667,11.00,0.2391,-23.00,-4.00,0.0820,-0.2500,0.5410,0.8684,499950.000000,0.0000,0.0470,1.7299,0.9090,0
201812,48277,"Lamar, TX",942,1,37580,"Paris, TX",634,-61,-182,39.53954,38.8388388388388,40.2402402402402,89.00,15.00,0.2027,13.00,0.1711,9.00,0.00,-0.0088,0.1429,0.9180,1.0000,185000.000000,-0.0192,0.0283,0.6401,1.0000,0
201812,01121,"Talladega, AL",698,1,45180,"Talladega-Sylacauga, AL",965,-50,16,6.706707,10.7107107107107,2.7027027027027,116.00,18.50,0.1897,-15.00,-0.1145,36.00,-2.50,-0.2000,0.1818,0.4262,1.0400,149900.000000,-0.0599,-0.0452,0.5187,0.9517,0
201812,01081,"Lee, AL",401,1,12220,"Auburn-Opelika, AL",862,40,-122,18.818819,21.2212212212212,16.4164164164164,102.00,-1.00,-0.0097,6.50,0.0681,22.00,0.00,0.0127,0.0526,0.6557,1.0000,281200.000000,0.0070,0.0611,0.9730,1.0000,0
201812,32031,"Washoe, NV",149,1,39900,"Reno, NV",363,-23,-208,60.11011,60.8608608608609,59.3593593593594,75.00,10.50,0.1628,3.00,0.0417,-5.00,0.00,-0.0145,-0.1392,1.1148,1.0000,411700.000000,-0.0174,-0.0423,1.4246,0.9958,0
201812,41041,"Lincoln, OR",913,1,35440,"Newport, OR",754,9,77,30.23023,4.4044044044044,56.0560560560561,130.00,0.00,0.0000,-7.00,-0.0511,50.00,2.00,-0.0075,0.4667,1.0820,0.9851,419900.000000,0.0294,0.0794,1.4529,1.0498,0
201812,42129,"Westmoreland, PA",172,4,38300,"Pittsburgh, PA",513,-39,35,48.998999,30.8308308308308,67.1671671671672,95.00,8.50,0.0983,-4.50,-0.0452,15.00,7.00,-0.0750,0.2542,1.2131,0.9867,140000.000000,-0.0660,-0.0411,0.4844,0.8097,0
201812,42097,"Northumberland, PA",593,1,44980,"Sunbury, PA",694,-1,29,34.484484,16.4164164164164,52.5525525525526,108.50,12.50,0.1302,-1.50,-0.0136,28.50,0.00,-0.0079,0.3125,1.0328,1.0000,109900.000000,0.0000,0.1001,0.3803,1.0000,0
201812,48485,"Wichita, TX",481,1,48660,"Wichita Falls, TX",585,11,71,43.493493,58.1581581581582,28.8288288288288,76.00,8.50,0.1259,-13.00,-0.1461,-4.00,0.00,0.0538,0.1951,0.8033,1.0000,137500.000000,-0.0108,0.2277,0.4758,1.0185,0
201812,26125,"Oakland, MI",32,1,19820,"Detroit-Warren-Dearborn, MI",29,-13,12,91.291291,90.2902902902903,92.2922922922923,60.00,13.00,0.2766,-3.00,-0.0476,-20.00,1.00,-0.0189,-0.0095,1.7049,1.1304,331500.000000,-0.0176,-0.0526,1.1471,1.5068,0
201812,09015,"Windham, CT",539,2,49340,"Worcester, MA-CT",485,-33,87,51.701702,32.3323323323323,71.0710710710711,94.00,13.00,0.1605,-7.00,-0.0693,14.00,22.00,0.0000,0.3276,1.2623,0.7476,239900.000000,0.0177,0.1158,0.8301,0.7999,0
201812,42101,"Philadelphia, PA",21,8,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",284,16,9,66.816817,78.1781781781782,55.4554554554555,67.00,8.50,0.1453,-5.00,-0.0694,-13.00,-9.00,-0.0152,0.1207,1.0656,0.6311,219999.500000,-0.0412,0.0737,0.7612,0.8800,0
201812,01015,"Calhoun, AL",525,1,11500,"Anniston-Oxford-Jacksonville, AL",929,-21,-42,10.26026,10.7107107107107,9.80980980980981,116.00,14.00,0.1373,13.00,0.1262,36.00,0.00,-0.0556,0.2143,0.5574,1.0000,129900.000000,0.0000,0.0396,0.4495,1.0000,0
201812,41053,"Polk, OR",726,2,41420,"Salem, OR",433,40,-89,55.005005,87.1871871871872,22.8228228228228,63.50,7.00,0.1239,-2.50,-0.0379,-16.50,1.50,-0.0110,-0.0426,0.7377,0.8654,350000.000000,0.0003,0.0000,1.2111,1.0003,0
201812,51031,"Campbell, VA",875,3,31340,"Lynchburg, VA",996,-4,-237,1.651652,2.6026026026026,0.700700700700701,138.50,12.00,0.0949,45.50,0.4892,58.50,3.50,-0.1064,-0.4000,0.3443,0.7000,93950.000000,0.0330,-0.4519,0.3251,0.6264,0
201812,35049,"Santa Fe, NM",380,1,42140,"Santa Fe, NM",683,-7,53,35.585586,9.60960960960961,61.5615615615616,118.00,15.00,0.1456,-17.00,-0.1259,38.00,1.00,0.0000,0.2963,1.1475,1.0000,575900.000000,0.0068,0.0302,1.9927,0.9929,0
201812,24015,"Cecil, MD",610,10,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",667,-66,-141,37.287287,23.2232232232232,51.3513513513513,101.00,12.25,0.1380,8.00,0.0860,21.00,25.00,-0.0815,0.0877,1.0164,0.6019,259400.000000,-0.0211,0.0380,0.8976,1.0376,0
201812,13295,"Walker, GA",784,3,16860,"Chattanooga, TN-GA",413,-83,18,56.806807,53.953953953954,59.6596596596597,79.00,11.50,0.1704,5.00,0.0676,-1.00,4.00,-0.0738,0.4082,1.1311,0.7113,174900.000000,0.0290,0.1510,0.6052,0.6502,0
201812,41009,"Columbia, OR",948,5,38900,"Portland-Vancouver-Hillsboro, OR-WA",545,-23,-131,46.596597,76.0760760760761,17.1171171171171,68.00,9.00,0.1525,1.00,0.0149,-12.00,0.00,-0.0575,-0.0465,0.6721,0.8039,334900.000000,-0.0147,-0.0293,1.1588,0.7393,0
201812,48491,"Williamson, TX",138,3,12420,"Austin-Round Rock, TX",446,50,-176,54.054054,66.5665665665666,41.5415415415415,73.00,7.50,0.1145,5.00,0.0735,-7.00,1.00,0.0370,0.0000,0.9180,0.8485,316741.500000,0.0001,-0.0412,1.0960,0.9076,0
201812,37057,"Davidson, NC",386,3,49180,"Winston-Salem, NC",570,-82,27,44.244244,15.5155155155155,72.972972972973,109.00,21.00,0.2386,13.50,0.1414,29.00,26.00,-0.0186,0.5192,1.2951,0.9294,165000.000000,0.0018,0.0061,0.5709,0.7914,0
201812,20209,"Wyandotte, KS",413,2,28140,"Kansas City, MO-KS",99,-19,-6,83.683684,88.6886886886887,78.6786786786787,61.50,12.50,0.2551,-3.50,-0.0538,-18.50,-14.50,-0.0059,0.0769,1.3770,0.9655,136475.000000,-0.0746,0.0727,0.4722,0.4892,0
201812,47037,"Davidson, TN",84,4,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",84,37,4,85.335335,98.2982982982983,72.3723723723724,52.00,7.50,0.1685,6.00,0.1304,-28.00,0.00,0.0685,0.2000,1.2787,0.9176,339945.000000,0.0000,-0.0810,1.1763,0.9715,0
201812,25003,"Berkshire, MA",443,1,38340,"Pittsfield, MA",921,10,30,11.011011,4.2042042042042,17.8178178178178,131.00,8.75,0.0716,-4.00,-0.0296,51.00,-0.50,0.0000,0.3667,0.6721,1.0000,374900.000000,-0.0003,-0.0132,1.2972,1.0271,0
201812,01055,"Etowah, AL",561,1,23460,"Gadsden, AL",967,1,8,6.356356,10.7107107107107,2.002002002002,116.00,11.50,0.1100,-6.50,-0.0531,36.00,0.00,0.0213,0.1429,0.3934,1.0000,159900.000000,-0.0260,0.0336,0.5533,1.0000,0
201812,55017,"Chippewa, WI",807,2,20740,"Eau Claire, WI",757,-37,11,30.03003,25.025025025025,35.035035035035,100.00,14.50,0.1696,-14.00,-0.1228,20.00,11.00,-0.0093,0.1522,0.8689,0.8154,219500.000000,-0.0018,0.0980,0.7595,0.9635,0
201812,37077,"Granville, NC",901,1,37080,"Oxford, NC",114,182,187,82.332332,72.8728728728729,91.7917917917918,70.50,-5.50,-0.0724,-11.50,-0.1402,-9.50,0.00,0.0348,0.3684,1.7049,1.0000,242450.000000,0.0106,0.0776,0.8389,1.0000,0
201812,18035,"Delaware, IN",519,1,34620,"Muncie, IN",677,-48,5,36.236236,43.7437437437437,28.7287287287287,86.00,4.50,0.0552,-3.00,-0.0337,6.00,0.00,-0.1552,0.2564,0.8033,1.0000,79900.000000,0.0000,0.1105,0.2765,1.0000,0
201812,39057,"Greene, OH",390,1,19380,"Dayton, OH",71,-14,15,86.836837,83.5835835835836,90.0900900900901,65.00,9.25,0.1659,0.00,0.0000,-15.00,-1.00,-0.0335,0.2785,1.6557,1.1099,174900.000000,0.0144,0.1357,0.6052,1.2502,0
201812,26045,"Eaton, MI",531,2,29620,"Lansing-East Lansing, MI",219,-56,-112,73.223223,69.2692692692693,77.1771771771772,72.00,12.50,0.2101,7.00,0.1077,-8.00,4.00,-0.0514,0.1370,1.3607,1.0506,174900.000000,-0.0597,0.0442,0.6052,1.0935,0
201812,33011,"Hillsborough, NH",165,1,31700,"Manchester-Nashua, NH",117,-20,41,82.182182,66.5665665665666,97.7977977977978,73.00,12.00,0.1967,-3.00,-0.0395,-7.00,0.00,0.0558,0.2424,2.0164,1.0000,325000.000000,0.0002,0.0484,1.1246,1.0000,0
201812,34013,"Essex, NJ",81,2,35620,"New York-Newark-Jersey City, NY-NJ-PA",200,-98,18,74.724725,78.1781781781782,71.2712712712713,67.00,17.50,0.3535,-7.00,-0.0946,-13.00,-17.00,-0.0435,0.0694,1.2623,1.5098,389900.000000,-0.0251,0.1639,1.3491,0.7428,0
201812,28059,"Jackson, MS",457,2,25060,"Gulfport-Biloxi-Pascagoula, MS",746,55,-25,30.630631,32.3323323323323,28.9289289289289,94.00,1.50,0.0162,-3.00,-0.0309,14.00,-6.00,0.0000,0.1951,0.8033,0.9245,165000.000000,-0.0030,0.0319,0.5709,0.8689,0
201812,34015,"Gloucester, NJ",248,9,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",304,0,85,65.465465,47.3473473473473,83.5835835835836,83.00,8.00,0.1067,0.00,0.0000,3.00,7.00,-0.0532,0.3906,1.4590,0.8641,191450.000000,-0.0401,0.0354,0.6625,0.7658,0
201812,36045,"Jefferson, NY",528,1,48060,"Watertown-Fort Drum, NY",988,0,-2,3.153153,5.40540540540541,0.900900900900901,126.00,7.50,0.0633,-5.00,-0.0382,46.00,0.00,0.0000,0.1053,0.3443,1.0000,159900.000000,-0.0298,0.0323,0.5533,1.0000,0
201812,39063,"Hancock, OH",705,1,22300,"Findlay, OH",24,-6,142,92.192192,87.6876876876877,96.6966966966967,62.00,10.00,0.1923,-14.00,-0.1842,-18.00,0.00,-0.0709,0.2421,1.9344,1.0000,179000.000000,-0.0051,0.0592,0.6194,1.0000,0
201812,54039,"Kanawha, WV",308,1,16620,"Charleston, WV",531,112,241,47.647648,23.2232232232232,72.0720720720721,101.00,4.50,0.0466,1.00,0.0100,21.00,-1.00,0.1223,1.0000,1.2787,1.0541,144950.000000,-0.0131,-0.0003,0.5016,1.0354,0
201812,09003,"Hartford, CT",54,1,25540,"Hartford-West Hartford-East Hartford, CT",294,-15,-60,65.865866,46.1461461461461,85.5855855855856,85.00,12.50,0.1724,8.00,0.1039,5.00,-1.00,0.0055,0.1974,1.4918,1.0225,244900.000000,-0.0200,-0.0004,0.8474,0.9423,0
201812,39083,"Knox, OH",876,1,34540,"Mount Vernon, OH",41,-11,34,89.58959,81.2812812812813,97.8978978978979,66.00,12.00,0.2222,-1.50,-0.0222,-14.00,0.00,0.0333,0.3478,2.0328,1.0000,170000.000000,0.0003,0.0309,0.5882,1.0000,0
201812,21151,"Madison, KY",657,1,40080,"Richmond-Berea, KY",466,-82,-28,52.652653,66.5665665665666,38.7387387387387,73.00,12.50,0.2066,0.00,0.0000,-7.00,-1.00,-0.0833,0.1957,0.9016,1.0377,214900.000000,-0.0023,0.1507,0.7436,1.0238,0
201812,17117,"Macoupin, IL",977,9,41180,"St. Louis, MO-IL",884,12,-5,15.865866,21.2212212212212,10.5105105105105,102.00,11.50,0.1271,2.00,0.0200,22.00,24.00,0.2069,0.3462,0.5738,0.4861,82000.000000,-0.0820,-0.1792,0.2837,0.4102,0
201812,39101,"Marion, OH",841,1,32020,"Marion, OH",253,-74,121,70.720721,77.977977977978,63.4634634634635,67.50,11.50,0.2054,-14.50,-0.1768,-12.50,0.00,-0.0769,0.1077,1.1803,1.0000,79900.000000,-0.1315,-0.1112,0.2765,1.0000,0
201812,06085,"Santa Clara, CA",19,1,41940,"San Jose-Sunnyvale-Santa Clara, CA",162,51,-161,77.777778,98.7987987987988,56.7567567567568,51.00,13.00,0.3421,16.00,0.4571,-29.00,0.00,0.1000,-0.5075,1.0820,0.9851,1079000.000000,-0.0325,-0.1245,3.7336,1.0790,0
201812,47125,"Montgomery, TN",345,1,17300,"Clarksville, TN-KY",467,17,-62,52.602603,72.3723723723724,32.8328328328328,71.00,10.00,0.1639,10.00,0.1639,-9.00,-4.00,0.0000,0.3077,0.8361,1.0625,230900.000000,0.0059,0.0770,0.7990,1.0740,0
201812,12117,"Seminole, FL",145,1,36740,"Orlando-Kissimmee-Sanford, FL",43,45,-12,89.389389,83.5835835835836,95.1951951951952,65.00,4.75,0.0788,4.00,0.0656,-15.00,-5.00,-0.0132,0.0000,1.8361,1.1915,315000.000000,0.0000,0.0179,1.0900,1.0504,0
201812,42095,"Northampton, PA",224,1,10900,"Allentown-Bethlehem-Easton, PA-NJ",292,15,2,66.016016,60.8608608608609,71.1711711711712,75.00,8.50,0.1278,-4.00,-0.0506,-5.00,-6.00,0.0000,0.1159,1.2623,1.1324,249900.000000,0.0417,-0.0566,0.8647,1.1359,0
201812,51800,"Suffolk city, VA",673,8,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",735,59,-11,31.181181,58.1581581581582,4.2042042042042,76.00,1.75,0.0236,-3.00,-0.0380,-4.00,1.00,0.0370,0.4000,0.4590,0.9032,299945.000000,-0.0035,-0.0185,1.0379,1.0751,0
201812,18127,"Porter, IN",395,3,16980,"Chicago-Naperville-Elgin, IL-IN-WI",201,-54,-10,74.674675,53.953953953954,95.3953953953954,79.00,12.00,0.1791,3.00,0.0395,-1.00,10.00,-0.0850,0.3294,1.8525,2.0545,259400.000000,-0.0106,0.0376,0.8976,0.9297,0
201812,12119,"Sumter, FL",430,1,45540,"The Villages, FL",356,6,-89,61.011011,60.8608608608609,61.1611611611612,75.00,5.00,0.0714,6.50,0.0949,-5.00,0.00,-0.0541,0.2281,1.1475,1.0000,269900.000000,0.0416,0.0421,0.9339,1.0000,0
201812,26145,"Saginaw, MI",323,1,40980,"Saginaw, MI",423,-126,-5,56.206206,65.7657657657658,46.6466466466466,73.50,14.00,0.2353,-0.50,-0.0068,-6.50,0.00,-0.1387,0.1800,0.9672,1.0000,124900.000000,-0.0385,0.2503,0.4322,1.0000,0
201812,22113,"Vermilion, LA",873,4,29180,"Lafayette, LA",956,-1,-74,7.507508,13.6136136136136,1.4014014014014,111.00,8.50,0.0829,15.00,0.1563,31.00,-1.00,-0.0980,0.1500,0.3770,0.6970,149900.000000,-0.0005,-0.0007,0.5187,0.7277,0
201812,31153,"Sarpy, NE",383,2,36540,"Omaha-Council Bluffs, NE-IA",220,-79,-34,73.173173,87.6876876876877,58.6586586586587,62.00,16.00,0.3478,-3.00,-0.0462,-18.00,7.00,-0.0556,0.0968,1.1148,0.9315,319000.000000,0.0259,0.0003,1.1038,1.1434,0
201812,55133,"Waukesha, WI",166,2,33340,"Milwaukee-Waukesha-West Allis, WI",89,-26,84,84.884885,78.1781781781782,91.5915915915916,67.00,12.50,0.2294,-9.00,-0.1184,-13.00,6.00,0.0249,0.1196,1.6885,1.1196,379995.000000,0.0026,0.0860,1.3149,1.5516,0
201812,47165,"Sumner, TN",370,6,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",155,-3,-104,78.128128,99.5995995995996,56.6566566566567,46.00,7.50,0.1948,2.00,0.0455,-34.00,-6.00,-0.0365,-0.1316,1.0820,0.7765,336449.500000,0.0198,0.0168,1.1642,0.9616,0
201812,47189,"Wilson, TN",493,7,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",213,-10,-147,73.873874,99.5995995995996,48.1481481481481,46.00,5.50,0.1358,1.00,0.0222,-34.00,-6.00,-0.0323,-0.1304,0.9836,0.7059,384900.000000,-0.0001,0.0406,1.3318,1.1000,0
201812,16083,"Twin Falls, ID",707,1,46300,"Twin Falls, ID",322,-42,205,64.414414,66.5665665665666,62.2622622622623,73.00,11.00,0.1774,-10.00,-0.1205,-7.00,-1.00,-0.0274,0.4200,1.1639,1.0290,259900.000000,0.0004,0.1060,0.8993,1.0074,0
201812,26005,"Allegan, MI",538,1,26090,"Holland, MI",365,30,2,60.01001,56.3563563563564,63.6636636636637,78.00,9.00,0.1304,-5.50,-0.0659,-2.00,1.50,0.0286,0.0746,1.1803,1.0141,284500.000000,-0.0215,0.1617,0.9844,1.0164,0
201812,18173,"Warrick, IN",861,1,21780,"Evansville, IN-KY",146,77,186,79.079079,83.5835835835836,74.5745745745746,65.00,4.50,0.0744,-15.00,-0.1875,-15.00,-9.00,0.0125,0.2090,1.3279,1.1739,229900.000000,-0.0137,-0.0417,0.7955,1.4378,0
201812,25001,"Barnstable, MA",266,1,12700,"Barnstable Town, MA",725,-41,32,31.881882,28.9289289289289,34.8348348348348,96.00,15.00,0.1852,-6.50,-0.0634,16.00,1.00,-0.0095,0.2381,0.8525,0.9811,538500.000000,0.0028,-0.0332,1.8633,1.0257,0
201812,36117,"Wayne, NY",627,4,40380,"Rochester, NY",412,-153,-120,56.906907,53.953953953954,59.8598598598599,79.00,13.00,0.1970,4.00,0.0533,-1.00,10.00,-0.1585,0.0781,1.1311,0.6273,154900.000000,0.0334,0.0840,0.5360,0.8610,0
201812,18005,"Bartholomew, IN",690,1,18020,"Columbus, IN",402,-91,88,57.657658,43.7437437437437,71.5715715715716,86.00,11.25,0.1505,-2.50,-0.0282,6.00,0.00,-0.1475,0.3684,1.2787,1.0000,264950.000000,0.0212,0.1831,0.9168,1.0000,0
201812,12005,"Bay, FL",343,1,37460,"Panama City, FL",864,14,-78,18.568569,16.7167167167167,20.4204204204204,108.00,-0.50,-0.0046,6.00,0.0588,28.00,-4.00,-0.0753,0.1026,0.7049,1.0238,315000.000000,0.0449,0.1252,1.0900,0.9003,0
201812,06007,"Butte, CA",281,1,17020,"Chico, CA",1,64,91,99.84985,100,99.6996996996997,37.00,-22.50,-0.3782,-31.00,-0.4559,-43.00,0.00,0.1908,0.7727,2.5574,0.9936,330000.000000,0.0909,0.1466,1.1419,1.0000,0
201812,16027,"Canyon, ID",363,2,14260,"Boise City, ID",83,-17,31,85.485485,97.0970970970971,73.8738738738739,53.00,7.50,0.1648,-2.00,-0.0364,-27.00,-2.00,-0.0476,0.2500,1.3115,0.9302,265990.000000,0.0038,0.1565,0.9204,0.7942,0
201812,47019,"Carter, TN",842,2,27740,"Johnson City, TN",497,-116,-63,50.600601,15.5155155155155,85.6856856856857,109.00,21.75,0.2493,13.00,0.1354,29.00,16.00,-0.1024,0.2432,1.5082,0.8519,163900.000000,0.0142,0.0934,0.5671,0.8407,0
